,epoch,LR,mAP,Batch_Size
142,3.0,0.05,0.694,BS_5
143,4.0,0.05,0.722,BS_5
144,5.0,0.05,0.733,BS_5
145,6.0,0.05,0.75,BS_5
146,7.0,0.05,0.725,BS_5
147,8.0,0.05,0.71,BS_5
148,9.0,0.05,0.763,BS_5
149,10.0,0.05,0.768,BS_5
150,1.0,4e-05,0.206,BS_2
151,2.0,4e-05,0.355,BS_2
152,3.0,4e-05,0.447,BS_2
153,4.0,4e-05,0.539,BS_2
154,5.0,4e-05,0.594,BS_2
155,6.0,4e-05,0.616,BS_2
156,7.0,4e-05,0.632,BS_2
157,8.0,4e-05,0.643,BS_2
158,9.0,4e-05,0.644,BS_2
159,10.0,4e-05,0.647,BS_2
160,1.0,4e-05,0.105,BS_4
161,2.0,4e-05,0.183,BS_4
162,3.0,4e-05,0.26,BS_4
163,4.0,4e-05,0.328,BS_4
164,5.0,4e-05,0.395,BS_4
165,6.0,4e-05,0.458,BS_4
166,7.0,4e-05,0.501,BS_4
167,8.0,4e-05,0.54,BS_4
168,9.0,4e-05,0.542,BS_4
169,10.0,4e-05,0.543,BS_4
170,1.0,4e-05,0.055,BS_5
171,2.0,4e-05,0.156,BS_5
172,3.0,4e-05,0.229,BS_5
173,4.0,4e-05,0.291,BS_5
174,5.0,4e-05,0.343,BS_5
175,6.0,4e-05,0.393,BS_5
176,7.0,4e-05,0.434,BS_5
177,8.0,4e-05,0.467,BS_5
178,9.0,4e-05,0.471,BS_5
179,10.0,4e-05,0.476,BS_5
